date,ppm,#days
1974-05-19,333.34,6
1974-05-26,332.95,6
1974-06-02,332.32,5
1974-06-09,332.18,7
1974-06-16,332.37,7
1974-06-23,331.59,6
1974-06-30,331.68,6
1974-07-07,331.44,6
1974-07-14,330.85,5
1974-07-21,330.76,7
1974-07-28,329.8,4
1974-08-04,329.85,5
1974-08-11,329.05,6
1974-08-18,329.06,6
1974-08-25,328.33,7
1974-09-01,328.05,5
1974-09-08,327.57,4
1974-09-15,326.73,6
1974-09-22,326.96,7
1974-09-29,327.31,5
1974-10-06,327.07,6
1974-10-13,327.23,5
1974-10-20,327.4,5
1974-10-27,327.64,7
1974-11-03,327.8,7
1974-11-10,328.5,6
1974-11-17,328.56,7
1974-11-24,328.46,5
1974-12-01,328.76,4
1974-12-08,329.39,7
1974-12-15,329.77,7
1974-12-22,329.96,7
1974-12-29,330.38,7
1975-01-05,330.43,5
1975-01-12,330.59,7
1975-01-19,330.8,7
1975-01-26,331.22,7
1975-02-02,331.64,6
1975-02-09,331.12,7
1975-02-16,331.41,6
1975-02-23,331.96,7
1975-03-02,331.73,3
1975-03-09,331.61,5
1975-03-16,332.11,5
1975-03-23,331.86,4
1975-03-30,333.3,5
1975-04-06,332.79,5
1975-04-13,333.31,4
1975-04-20,333.39,7
1975-04-27,333.49,7
1975-05-04,333.94,7
1975-05-11,334.25,6
1975-05-18,333.45,5
1975-05-25,334.0,7
1975-06-01,333.96,7
1975-06-08,333.32,5
1975-06-15,333.22,7
1975-06-22,333.47,6
1975-06-29,333.01,6
1975-07-06,332.32,6
1975-07-13,331.83,5
1975-07-20,331.36,4
1975-07-27,331.21,5
1975-08-03,331.01,6
1975-08-10,330.38,5
1975-08-17,329.48,6
1975-08-24,328.73,5
1975-08-31,329.24,6
1975-09-07,329.42,3
1975-09-14,327.95,7
1975-09-21,327.96,5
1975-09-28,327.97,5
1975-10-05,-999.99,0
1975-10-12,328.35,1
1975-10-19,328.63,5
1975-10-26,328.8,5
1975-11-02,329.03,6
1975-11-09,329.01,6
1975-11-16,329.25,3
1975-11-23,330.18,2
1975-11-30,329.72,1
1975-12-07,-999.99,0
1975-12-14,-999.99,0
1975-12-21,-999.99,0
1975-12-28,-999.99,0
1976-01-04,331.33,3
1976-01-11,331.62,6
1976-01-18,331.66,6
1976-01-25,331.87,5
1976-02-01,332.45,5
1976-02-08,332.51,5
1976-02-15,332.64,6
1976-02-22,333.49,5
1976-02-29,332.43,3
1976-03-07,332.99,6
1976-03-14,333.56,6
1976-03-21,334.15,3
1976-03-28,334.67,6
1976-04-04,335.06,4
1976-04-11,333.65,2
1976-04-18,334.5,5
1976-04-25,334.93,6
1976-05-02,334.17,4
1976-05-09,334.33,6
1976-05-16,335.29,4
1976-05-23,335.38,5
1976-05-30,334.43,6
1976-06-06,334.25,6
1976-06-13,334.18,5
1976-06-20,334.02,2
1976-06-27,-999.99,0
1976-07-04,333.59,4
1976-07-11,333.48,3
1976-07-18,332.41,4
1976-07-25,332.24,5
1976-08-01,331.69,5
1976-08-08,330.7,6
1976-08-15,330.44,5
1976-08-22,330.23,6
1976-08-29,330.43,2
1976-09-05,329.54,2
1976-09-12,329.54,2
1976-09-19,328.58,6
1976-09-26,328.03,4
1976-10-03,328.55,5
1976-10-10,328.54,4
1976-10-17,329.27,3
1976-10-24,328.77,6
1976-10-31,329.32,4
1976-11-07,330.46,4
1976-11-14,330.17,7
1976-11-21,330.55,7
1976-11-28,330.68,7
1976-12-05,331.19,3
1976-12-12,332.39,2
1976-12-19,331.7,6
1976-12-26,332.39,6
1977-01-02,332.29,5
1977-01-09,332.49,6
1977-01-16,332.88,4
1977-01-23,332.98,7
1977-01-30,332.93,3
1977-02-06,333.21,4
1977-02-13,333.15,5
1977-02-20,333.09,6
1977-02-27,334.34,5
1977-03-06,334.27,5
1977-03-13,335.18,5
1977-03-20,335.32,6
1977-03-27,335.16,4
1977-04-03,335.96,4
1977-04-10,335.85,5
1977-04-17,336.3,7
1977-04-24,336.58,5
1977-05-01,337.0,3
1977-05-08,336.58,3
1977-05-15,337.14,4
1977-05-22,336.97,7
1977-05-29,336.63,6
1977-06-05,336.12,5
1977-06-12,336.01,5
1977-06-19,336.34,5
1977-06-26,335.74,6
1977-07-03,335.46,3
1977-07-10,335.23,5
1977-07-17,334.59,3
1977-07-24,334.09,7
1977-07-31,333.42,5
1977-08-07,332.54,5
1977-08-14,332.84,3
1977-08-21,331.82,3
1977-08-28,332.25,5
1977-09-04,331.18,3
1977-09-11,331.49,7
1977-09-18,330.94,3
1977-09-25,330.92,5
1977-10-02,330.93,6
1977-10-09,331.54,4
1977-10-16,331.27,4
1977-10-23,331.36,7
1977-10-30,331.87,4
1977-11-06,332.08,6
1977-11-13,332.53,4
1977-11-20,332.92,5
1977-11-27,332.65,5
1977-12-04,333.34,6
1977-12-11,333.4,5
1977-12-18,334.03,7
1977-12-25,333.99,6
1978-01-01,334.66,4
1978-01-08,334.56,5
1978-01-15,334.94,5
1978-01-22,335.68,5
1978-01-29,335.23,6
1978-02-05,334.74,6
1978-02-12,335.27,6
1978-02-19,335.5,7
1978-02-26,335.95,7
1978-03-05,336.06,7
1978-03-12,336.73,6
1978-03-19,336.91,5
1978-03-26,337.29,6
1978-04-02,337.33,4
1978-04-09,338.0,4
1978-04-16,337.62,5
1978-04-23,337.87,4
1978-04-30,338.27,5
1978-05-07,338.04,6
1978-05-14,337.89,7
1978-05-21,337.79,5
1978-05-28,338.44,6
1978-06-04,338.46,2
1978-06-11,338.12,5
1978-06-18,337.62,3
1978-06-25,337.47,5
1978-07-02,336.55,4
1978-07-09,336.79,6
1978-07-16,336.34,5
1978-07-23,335.74,5
1978-07-30,335.43,6
1978-08-06,334.64,7
1978-08-13,334.69,4
1978-08-20,334.21,2
1978-08-27,333.78,3
1978-09-03,332.81,3
1978-09-10,331.86,6
1978-09-17,331.75,3
1978-09-24,332.81,4
1978-10-01,332.21,5
1978-10-08,331.85,6
1978-10-15,332.66,5
1978-10-22,332.77,6
1978-10-29,333.22,4
1978-11-05,333.57,5
1978-11-12,333.6,7
1978-11-19,334.12,6
1978-11-26,334.1,4
1978-12-03,334.46,5
1978-12-10,334.96,6
1978-12-17,335.2,7
1978-12-24,335.07,7
1978-12-31,335.2,7
1979-01-07,335.48,7
1979-01-14,336.64,7
1979-01-21,336.93,5
1979-01-28,337.02,4
1979-02-04,336.61,6
1979-02-11,336.52,7
1979-02-18,336.76,7
1979-02-25,336.97,6
1979-03-04,337.93,6
1979-03-11,338.1,3
1979-03-18,338.65,3
1979-03-25,338.97,7
1979-04-01,338.87,1
1979-04-08,338.78,5
1979-04-15,338.77,7
